const,volume_avg,length_avg,diameter_avg,depth_avg,width_avg,height_avg,is_plant,in_outdoor,is_white,is_grey,is_beige,is_black,is_pink,is_blue,is_red
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,10.0,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,23.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,26.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,17.95,23.200000000000003,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,13.666666666666666,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,17.333333333333332,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,15.333333333333334,0.0,0.0,0.0,False,True,False,False,False,False,False,False,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,15.333333333333334,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,34.55,21.700000000000003,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,9.333333333333334,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,13.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,13.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True
1.0,0.0,0.0,9.333333333333334,0.0,0.0,0.0,False,True,False,False,False,False,True,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,False,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,25.666666666666668,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False
1.0,0.0,0.0,9.333333333333334,0.0,0.0,0.0,False,True,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,28.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,25.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,9.666666666666666,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,7.0,0.0,0.0,0.0,False,True,True,False,False,False,True,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,10.0,0.0,0.0,0.0,False,True,False,False,False,False,True,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,10.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,16.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False
1.0,0.0,0.0,34.5,0.0,0.0,0.0,False,True,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,13.666666666666666,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,False,False,False,False,False
1.0,0.0,0.0,13.0,0.0,0.0,0.0,False,True,False,False,False,False,False,True,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,True,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,10.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True
1.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,33.666666666666664,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,14.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,27.5,0.0,0.0,0.0,False,True,False,False,False,False,True,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,36.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,13.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,25.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,13.666666666666666,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,13.0,0.0,0.0,0.0,False,True,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,107.5,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,13.0,0.0,0.0,0.0,False,True,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,35.35,23.200000000000003,0.0,False,False,False,True,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,10.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,21.666666666666668,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,29.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,True,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
